# x_m,y_m,w_tr_right_m,w_tr_left_m
6.8500,1.9500,0.7655,0.7655
6.8500,1.9700,0.7655,0.7655
6.8300,1.9900,0.7571,0.7571
6.8300,2.0100,0.7616,0.7616
6.8300,2.0300,0.7666,0.7666
6.8300,2.0500,0.7616,0.7616
6.8100,2.0700,0.7571,0.7571
6.8100,2.0900,0.7616,0.7616
6.8100,2.1100,0.7642,0.7642
6.7900,2.1300,0.7467,0.7467
6.7900,2.1500,0.7497,0.7497
6.7900,2.1700,0.7531,0.7531
6.7900,2.1900,0.7571,0.7571
6.7900,2.2100,0.7616,0.7616
6.7700,2.2300,0.7473,0.7473
6.7700,2.2500,0.7529,0.7529
6.7700,2.2700,0.7589,0.7589
6.7700,2.2900,0.7655,0.7655
6.7700,2.3100,0.7666,0.7666
6.7700,2.3300,0.7616,0.7616
6.7700,2.3500,0.7571,0.7571
6.7500,2.3700,0.7728,0.7728
6.7500,2.3900,0.7694,0.7694
6.7500,2.4100,0.7666,0.7666
6.7300,2.4300,0.7841,0.7841
6.7300,2.4500,0.7823,0.7823
6.7100,2.4700,0.7879,0.7879
6.7100,2.4900,0.7962,0.7962
6.6900,2.5100,0.7871,0.7871
6.6900,2.5300,0.7962,0.7962
6.6900,2.5500,0.7879,0.7879
6.6700,2.5700,0.7912,0.7912
6.6700,2.5900,0.7912,0.7912
6.6500,2.6100,0.7879,0.7879
6.6500,2.6300,0.7962,0.7962
6.6300,2.6500,0.7871,0.7871
6.6300,2.6700,0.7965,0.7965
6.6100,2.6900,0.7889,0.7889
6.5900,2.7100,0.7823,0.7823
6.5900,2.7300,0.7932,0.7932
6.5700,2.7500,0.7882,0.7882
6.5700,2.7700,0.7992,0.7992
6.5700,2.7900,0.7889,0.7889
6.5500,2.8100,0.7965,0.7965
6.5300,2.8300,0.8000,0.8000
6.5300,2.8500,0.7962,0.7962
6.5100,2.8700,0.8062,0.8062
6.4900,2.8900,0.8045,0.8045
6.4900,2.9100,0.8062,0.8062
6.4700,2.9300,0.8122,0.8122
6.4700,2.9500,0.8050,0.8050
6.4500,2.9700,0.8141,0.8141
6.4300,2.9900,0.8207,0.8207
6.4300,3.0100,0.8141,0.8141
6.4100,3.0300,0.8229,0.8229
6.3900,3.0500,0.8319,0.8319
6.3700,3.0700,0.8374,0.8374
6.3700,3.0900,0.8319,0.8319
6.3500,3.1100,0.8410,0.8410
6.3300,3.1300,0.8497,0.8497
6.3100,3.1500,0.8588,0.8588
6.2900,3.1700,0.8628,0.8628
6.2700,3.1900,0.8628,0.8628
6.2700,3.2100,0.8653,0.8653
6.2500,3.2300,0.8713,0.8713
6.2300,3.2500,0.8782,0.8782
6.2100,3.2700,0.8841,0.8841
6.1900,3.2900,0.8881,0.8881
6.1700,3.3100,0.8931,0.8931
6.1500,3.3300,0.8964,0.8964
6.1500,3.3500,0.9000,0.9000
6.1300,3.3700,0.9044,0.9044
6.1100,3.3900,0.9097,0.9097
6.0900,3.4100,0.9159,0.9159
6.0700,3.4300,0.9209,0.9209
6.0500,3.4500,0.9265,0.9265
6.0300,3.4700,0.9323,0.9323
6.0100,3.4900,0.9374,0.9374
5.9900,3.5100,0.9434,0.9434
5.9700,3.5100,0.9330,0.9330
5.9500,3.5300,0.9402,0.9402
5.9300,3.5500,0.9483,0.9483
5.9100,3.5700,0.9571,0.9571
5.8900,3.5900,0.9660,0.9660
5.8700,3.5900,0.9571,0.9571
5.8500,3.6100,0.9666,0.9666
5.8300,3.6300,0.9769,0.9769
5.8100,3.6300,0.9693,0.9693
5.7900,3.6500,0.9808,0.9808
5.7700,3.6500,0.9741,0.9741
5.7500,3.6700,0.9867,0.9867
5.7300,3.6700,0.9808,0.9808
5.7100,3.6700,0.9741,0.9741
5.6900,3.6900,0.9867,0.9867
5.6700,3.6900,0.9808,0.9808
5.6500,3.7100,0.9946,0.9946
5.6300,3.7100,0.9895,0.9895
5.6100,3.7300,1.0044,1.0044
5.5900,3.7300,1.0002,1.0002
5.5700,3.7500,1.0161,1.0161
5.5500,3.7500,1.0127,1.0127
5.5300,3.7700,1.0296,1.0296
5.5100,3.7700,1.0270,1.0270
5.4900,3.7700,1.0239,1.0239
5.4700,3.7900,1.0394,1.0394
5.4500,3.7900,1.0358,1.0358
5.4300,3.7900,1.0309,1.0309
5.4100,3.8100,1.0440,1.0440
5.3900,3.8100,1.0385,1.0385
5.3700,3.8300,1.0526,1.0526
5.3500,3.8300,1.0479,1.0479
5.3300,3.8300,1.0435,1.0435
5.3100,3.8500,1.0562,1.0562
5.2900,3.8500,1.0500,1.0500
5.2700,3.8500,1.0440,1.0440
5.2500,3.8500,1.0385,1.0385
5.2300,3.8700,1.0526,1.0526
5.2100,3.8700,1.0479,1.0479
5.1900,3.8900,1.0630,1.0630
5.1700,3.8900,1.0577,1.0577
5.1500,3.8900,1.0526,1.0526
5.1300,3.8900,1.0479,1.0479
5.1100,3.9100,1.0630,1.0630
5.0900,3.9100,1.0577,1.0577
5.0700,3.9100,1.0526,1.0526
5.0500,3.9300,1.0673,1.0673
5.0300,3.9300,1.0630,1.0630
5.0100,3.9300,1.0591,1.0591
4.9900,3.9300,1.0555,1.0555
4.9700,3.9500,1.0720,1.0720
4.9500,3.9500,1.0692,1.0692
4.9300,3.9500,1.0668,1.0668
4.9100,3.9700,1.0846,1.0846
4.8900,3.9700,1.0826,1.0826
4.8700,3.9700,1.0787,1.0787
4.8500,3.9700,1.0752,1.0752
4.8300,3.9700,1.0720,1.0720
4.8100,3.9700,1.0692,1.0692
4.7900,3.9900,1.0866,1.0866
4.7700,3.9900,1.0826,1.0826
4.7500,3.9900,1.0787,1.0787
4.7300,4.0100,1.0949,1.0949
4.7100,4.0100,1.0918,1.0918
4.6900,4.0100,1.0881,1.0881
4.6700,4.0300,1.0984,1.0984
4.6500,4.0300,1.0964,1.0964
4.6300,4.0300,1.0914,1.0914
4.6100,4.0300,1.0868,1.0868
4.5900,4.0500,1.0890,1.0890
4.5700,4.0500,1.0866,1.0866
4.5500,4.0500,1.0846,1.0846
4.5300,4.0500,1.0830,1.0830
4.5100,4.0700,1.0617,1.0617
4.4900,4.0700,1.0608,1.0608
4.4700,4.0700,1.0602,1.0602
4.4500,4.0700,1.0600,1.0600
4.4300,4.0700,1.0600,1.0600
4.4100,4.0700,1.0600,1.0600
4.3900,4.0700,1.0600,1.0600
4.3700,4.0700,1.0600,1.0600
4.3500,4.0700,1.0600,1.0600
4.3300,4.0700,1.0600,1.0600
4.3100,4.0700,1.0600,1.0600
4.2900,4.0700,1.0600,1.0600
4.2700,4.0900,1.0400,1.0400
4.2500,4.0900,1.0400,1.0400
4.2300,4.0900,1.0400,1.0400
4.2100,4.0900,1.0400,1.0400
4.1900,4.0900,1.0400,1.0400
4.1700,4.0900,1.0400,1.0400
4.1500,4.0900,1.0400,1.0400
4.1300,4.0900,1.0400,1.0400
4.1100,4.0900,1.0400,1.0400
4.0900,4.0900,1.0400,1.0400
4.0700,4.0900,1.0400,1.0400
4.0500,4.0900,1.0400,1.0400
4.0300,4.0900,1.0400,1.0400
4.0100,4.0900,1.0400,1.0400
3.9900,4.0900,1.0400,1.0400
3.9700,4.0900,1.0400,1.0400
3.9500,4.0900,1.0400,1.0400
3.9300,4.0900,1.0400,1.0400
3.9100,4.0900,1.0400,1.0400
3.8900,4.0900,1.0400,1.0400
3.8700,4.0900,1.0400,1.0400
3.8500,4.0900,1.0400,1.0400
3.8300,4.0900,1.0400,1.0400
3.8100,4.0900,1.0400,1.0400
3.7900,4.0900,1.0400,1.0400
3.7700,4.0900,1.0400,1.0400
3.7500,4.0900,1.0400,1.0400
3.7300,4.0900,1.0400,1.0400
3.7100,4.0900,1.0400,1.0400
3.6900,4.0900,1.0400,1.0400
3.6700,4.0900,1.0400,1.0400
3.6500,4.0900,1.0400,1.0400
3.6300,4.0900,1.0400,1.0400
3.6100,4.0900,1.0400,1.0400
3.5900,4.0900,1.0400,1.0400
3.5700,4.0900,1.0400,1.0400
3.5500,4.0900,1.0400,1.0400
3.5300,4.0900,1.0400,1.0400
3.5100,4.0900,1.0400,1.0400
3.4900,4.0900,1.0400,1.0400
3.4700,4.0900,1.0400,1.0400
3.4500,4.0900,1.0400,1.0400
3.4300,4.0900,1.0400,1.0400
3.4100,4.0900,1.0402,1.0402
3.3900,4.0900,1.0408,1.0408
3.3700,4.0900,1.0417,1.0417
3.3500,4.0900,1.0431,1.0431
3.3300,4.0900,1.0448,1.0448
3.3100,4.0900,1.0469,1.0469
3.2900,4.0900,1.0494,1.0494
3.2700,4.0900,1.0522,1.0522
3.2500,4.0900,1.0555,1.0555
3.2300,4.0900,1.0591,1.0591
3.2100,4.0900,1.0600,1.0600
3.1900,4.0900,1.0600,1.0600
3.1700,4.0900,1.0600,1.0600
3.1500,4.0900,1.0600,1.0600
3.1300,4.0900,1.0600,1.0600
3.1100,4.0900,1.0600,1.0600
3.0900,4.0900,1.0600,1.0600
3.0700,4.0900,1.0600,1.0600
3.0500,4.0900,1.0600,1.0600
3.0300,4.0900,1.0600,1.0600
3.0100,4.0900,1.0600,1.0600
2.9900,4.0900,1.0600,1.0600
2.9700,4.0900,1.0600,1.0600
2.9500,4.0900,1.0600,1.0600
2.9300,4.0900,1.0600,1.0600
2.9100,4.0900,1.0600,1.0600
2.8900,4.0900,1.0600,1.0600
2.8700,4.0900,1.0600,1.0600
2.8500,4.0900,1.0600,1.0600
2.8300,4.0900,1.0600,1.0600
2.8100,4.0900,1.0600,1.0600
2.7900,4.0900,1.0600,1.0600
2.7700,4.0900,1.0600,1.0600
2.7500,4.0900,1.0600,1.0600
2.7300,4.0900,1.0600,1.0600
2.7100,4.0900,1.0600,1.0600
2.6900,4.0900,1.0600,1.0600
2.6700,4.0900,1.0600,1.0600
2.6500,4.0900,1.0600,1.0600
2.6300,4.0900,1.0600,1.0600
2.6100,4.0900,1.0600,1.0600
2.5900,4.0900,1.0600,1.0600
2.5700,4.0900,1.0600,1.0600
2.5500,4.0900,1.0600,1.0600
2.5300,4.0900,1.0600,1.0600
2.5100,4.0900,1.0600,1.0600
2.4900,4.0900,1.0600,1.0600
2.4700,4.0900,1.0600,1.0600
2.4500,4.0900,1.0600,1.0600
2.4300,4.0900,1.0600,1.0600
2.4100,4.0900,1.0600,1.0600
2.3900,4.0900,1.0600,1.0600
2.3700,4.0900,1.0600,1.0600
2.3500,4.0900,1.0600,1.0600
2.3300,4.0900,1.0600,1.0600
2.3100,4.0900,1.0600,1.0600
2.2900,4.0900,1.0600,1.0600
2.2700,4.0900,1.0600,1.0600
2.2500,4.0900,1.0600,1.0600
2.2300,4.0900,1.0600,1.0600
2.2100,4.0900,1.0600,1.0600
2.1900,4.0900,1.0600,1.0600
2.1700,4.0900,1.0600,1.0600
2.1500,4.0900,1.0600,1.0600
2.1300,4.0900,1.0600,1.0600
2.1100,4.0900,1.0600,1.0600
2.0900,4.0900,1.0600,1.0600
2.0700,4.1100,1.0400,1.0400
2.0500,4.1100,1.0400,1.0400
2.0300,4.1100,1.0400,1.0400
2.0100,4.1100,1.0402,1.0402
1.9900,4.1100,1.0408,1.0408
1.9700,4.1100,1.0417,1.0417
1.9500,4.1100,1.0431,1.0431
1.9300,4.1100,1.0448,1.0448
1.9100,4.1100,1.0469,1.0469
1.8900,4.1100,1.0494,1.0494
1.8700,4.1100,1.0522,1.0522
1.8500,4.1100,1.0555,1.0555
1.8300,4.1100,1.0591,1.0591
1.8100,4.1100,1.0600,1.0600
1.7900,4.1100,1.0600,1.0600
1.7700,4.1100,1.0600,1.0600
1.7500,4.1100,1.0600,1.0600
1.7300,4.1100,1.0600,1.0600
1.7100,4.1100,1.0600,1.0600
1.6900,4.1100,1.0600,1.0600
1.6700,4.1100,1.0591,1.0591
1.6500,4.1100,1.0555,1.0555
1.6300,4.1100,1.0522,1.0522
1.6100,4.1100,1.0494,1.0494
1.5900,4.1100,1.0469,1.0469
1.5700,4.1100,1.0448,1.0448
1.5500,4.1100,1.0431,1.0431
1.5300,4.1100,1.0417,1.0417
1.5100,4.1100,1.0408,1.0408
1.4900,4.1100,1.0402,1.0402
1.4700,4.1100,1.0400,1.0400
1.4500,4.1100,1.0400,1.0400
1.4300,4.1100,1.0400,1.0400
1.4100,4.1100,1.0400,1.0400
1.3900,4.1100,1.0400,1.0400
1.3700,4.1100,1.0400,1.0400
1.3500,4.1100,1.0400,1.0400
1.3300,4.1100,1.0400,1.0400
1.3100,4.1100,1.0400,1.0400
1.2900,4.1100,1.0400,1.0400
1.2700,4.1100,1.0400,1.0400
1.2500,4.1100,1.0400,1.0400
1.2300,4.1100,1.0394,1.0394
1.2100,4.1100,1.0358,1.0358
1.1900,4.1100,1.0325,1.0325
1.1700,4.1100,1.0296,1.0296
1.1500,4.1100,1.0270,1.0270
1.1300,4.1100,1.0249,1.0249
1.1100,4.1100,1.0231,1.0231
1.0900,4.0900,1.0018,1.0018
1.0700,4.0700,0.9808,0.9808
1.0500,4.0700,0.9802,0.9802
1.0300,4.0500,0.9600,0.9600
1.0100,4.0500,0.9600,0.9600
0.9900,4.0500,0.9600,0.9600
0.9700,4.0300,0.9400,0.9400
0.9500,4.0300,0.9400,0.9400
0.9300,4.0300,0.9400,0.9400
0.9100,4.0100,0.9200,0.9200
0.8900,4.0100,0.9200,0.9200
0.8700,4.0100,0.9200,0.9200
0.8500,3.9900,0.9000,0.9000
0.8300,3.9900,0.9000,0.9000
0.8100,3.9900,0.9000,0.9000
0.7900,3.9700,0.8800,0.8800
0.7700,3.9700,0.8800,0.8800
0.7500,3.9700,0.8800,0.8800
0.7300,3.9700,0.8800,0.8800
0.7100,3.9700,0.8800,0.8800
0.6900,3.9500,0.8600,0.8600
0.6700,3.9500,0.8600,0.8600
0.6500,3.9500,0.8600,0.8600
0.6300,3.9500,0.8600,0.8600
0.6100,3.9500,0.8600,0.8600
0.5900,3.9500,0.8600,0.8600
0.5700,3.9500,0.8602,0.8602
0.5500,3.9300,0.8410,0.8410
0.5300,3.9300,0.8421,0.8421
0.5100,3.9300,0.8438,0.8438
0.4900,3.9300,0.8459,0.8459
0.4700,3.9300,0.8485,0.8485
0.4500,3.9300,0.8516,0.8516
0.4300,3.9300,0.8551,0.8551
0.4100,3.9300,0.8591,0.8591
0.3900,3.9300,0.8635,0.8635
0.3700,3.9300,0.8683,0.8683
0.3500,3.9300,0.8736,0.8736
0.3300,3.9300,0.8786,0.8786
0.3100,3.9100,0.8665,0.8665
0.2900,3.9100,0.8732,0.8732
0.2700,3.9100,0.8793,0.8793
0.2500,3.9100,0.8786,0.8786
0.2300,3.9100,0.8748,0.8748
0.2100,3.9100,0.8713,0.8713
0.1900,3.8900,0.8854,0.8854
0.1700,3.8900,0.8857,0.8857
0.1500,3.8900,0.8836,0.8836
0.1300,3.8900,0.8820,0.8820
0.1100,3.8700,0.8955,0.8955
0.0900,3.8700,0.8944,0.8944
0.0700,3.8700,0.8911,0.8911
0.0500,3.8700,0.8877,0.8877
0.0300,3.8700,0.8829,0.8829
0.0100,3.8500,0.8982,0.8982
-0.0100,3.8500,0.8929,0.8929
-0.0300,3.8500,0.8877,0.8877
-0.0500,3.8500,0.8829,0.8829
-0.0700,3.8300,0.8982,0.8982
-0.0900,3.8300,0.8944,0.8944
-0.1100,3.8300,0.8911,0.8911
-0.1300,3.8300,0.8881,0.8881
-0.1500,3.8300,0.8857,0.8857
-0.1700,3.8300,0.8829,0.8829
-0.1900,3.8300,0.8786,0.8786
-0.2100,3.8300,0.8748,0.8748
-0.2300,3.8300,0.8713,0.8713
-0.2500,3.8100,0.8881,0.8881
-0.2700,3.8100,0.8857,0.8857
-0.2900,3.8100,0.8836,0.8836
-0.3100,3.8100,0.8820,0.8820
-0.3300,3.8100,0.8809,0.8809
-0.3500,3.8100,0.8802,0.8802
-0.3700,3.8100,0.8800,0.8800
-0.3900,3.8100,0.8800,0.8800
-0.4100,3.8100,0.8800,0.8800
-0.4300,3.7900,0.9000,0.9000
-0.4500,3.7900,0.9000,0.9000
-0.4700,3.7900,0.9000,0.9000
-0.4900,3.7900,0.9000,0.9000
-0.5100,3.7900,0.9000,0.9000
-0.5300,3.7900,0.9002,0.9002
-0.5500,3.7900,0.9009,0.9009
-0.5700,3.7900,0.9020,0.9020
-0.5900,3.7700,0.9235,0.9235
-0.6100,3.7700,0.9254,0.9254
-0.6300,3.7700,0.9278,0.9278
-0.6500,3.7500,0.9504,0.9504
-0.6700,3.7500,0.9535,0.9535
-0.6900,3.7300,0.9767,0.9767
-0.7100,3.7300,0.9806,0.9806
-0.7300,3.7100,0.9895,0.9895
-0.7500,3.7100,0.9946,0.9946
-0.7700,3.7100,1.0000,1.0000
-0.7900,3.7100,1.0058,1.0058
-0.8100,3.6900,0.9930,0.9930
-0.8300,3.6900,0.9996,0.9996
-0.8500,3.6900,1.0032,1.0032
-0.8700,3.6700,0.9954,0.9954
-0.8900,3.6700,1.0032,1.0032
-0.9100,3.6700,0.9996,0.9996
-0.9300,3.6500,1.0018,1.0018
-0.9500,3.6500,1.0058,1.0058
-0.9700,3.6300,0.9996,0.9996
-0.9900,3.6300,1.0066,1.0066
-1.0100,3.6300,1.0090,1.0090
-1.0300,3.6100,1.0032,1.0032
-1.0500,3.6100,1.0113,1.0113
-1.0700,3.5900,1.0018,1.0018
-1.0900,3.5900,1.0107,1.0107
-1.1100,3.5700,1.0024,1.0024
-1.1300,3.5700,1.0121,1.0121
-1.1500,3.5500,1.0050,1.0050
-1.1700,3.5500,1.0155,1.0155
-1.1900,3.5300,1.0096,1.0096
-1.2100,3.5300,1.0121,1.0121
-1.2300,3.5100,1.0107,1.0107
-1.2500,3.5100,1.0107,1.0107
-1.2700,3.4900,1.0066,1.0066
-1.2900,3.4900,1.0107,1.0107
-1.3100,3.4700,1.0032,1.0032
-1.3300,3.4700,1.0113,1.0113
-1.3500,3.4500,1.0018,1.0018
-1.3700,3.4500,1.0107,1.0107
-1.3900,3.4300,1.0018,1.0018
-1.4100,3.4100,0.9930,0.9930
-1.4300,3.4100,1.0018,1.0018
-1.4500,3.4100,1.0107,1.0107
-1.4700,3.3900,1.0018,1.0018
-1.4900,3.3900,1.0096,1.0096
-1.5100,3.3700,1.0024,1.0024
-1.5300,3.3500,0.9899,0.9899
-1.5500,3.3500,0.9702,0.9702
-1.5700,3.3300,0.9535,0.9535
-1.5900,3.3300,0.9338,0.9338
-1.6100,3.3100,0.9178,0.9178
-1.6300,3.2900,0.9024,0.9024
-1.6500,3.2700,0.8877,0.8877
-1.6500,3.2500,0.8929,0.8929
-1.6700,3.2300,0.8793,0.8793
-1.6700,3.2100,0.8854,0.8854
-1.6700,3.1900,0.8920,0.8920
-1.6900,3.1700,0.8802,0.8802
-1.6900,3.1500,0.8877,0.8877
-1.6900,3.1300,0.8955,0.8955
-1.7100,3.1100,0.8857,0.8857
-1.7300,3.0900,0.8766,0.8766
-1.7300,3.0700,0.8859,0.8859
-1.7300,3.0500,0.8911,0.8911
-1.7500,3.0300,0.8884,0.8884
-1.7700,3.0100,0.8820,0.8820
